loss,params,iteration,train_time
0.7201835162985453,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 6.233428873430625, 'random_strength': 3.38969249580193, 'learning_rate': 0.017144927891412292, 'iterations': 200, 'depth': 9}",50,416.10666831101116
0.7078329485504203,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.871453396972598, 'random_strength': 2.25320467572043, 'learning_rate': 0.04166440632784091, 'iterations': 200, 'depth': 10}",51,584.4242155179963
0.6852471983412105,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 5.106137032447821, 'random_strength': 1.3190403114810607, 'learning_rate': 0.08434497646141438, 'iterations': 200, 'depth': 10}",52,1963.0282379080018
0.6961104591539735,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.357909097764571, 'random_strength': 2.9588462645267777, 'learning_rate': 0.07181868901921999, 'iterations': 200, 'depth': 6}",53,129.0776327240019
0.7123961001589533,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.191303039390803, 'random_strength': 1.619410559230111, 'learning_rate': 0.03423479417448202, 'iterations': 200, 'depth': 8}",54,307.67290397000033
0.681900279769287,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 4.589014129498166, 'random_strength': 3.7381488118914366, 'learning_rate': 0.1973290551009077, 'iterations': 200, 'depth': 9}",55,1219.0884620950092
0.7041553154279296,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.200490873224247, 'random_strength': 2.6615042454168045, 'learning_rate': 0.051062489681107104, 'iterations': 200, 'depth': 7}",56,181.61551883800712
0.723141362371287,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 6.603536463658442, 'random_strength': 4.578331100039814, 'learning_rate': 0.029531007452898272, 'iterations': 200, 'depth': 10}",57,579.476597300003
0.684681924898777,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 5.163866991563501, 'random_strength': 1.810449780513016, 'learning_rate': 0.17517491602553023, 'iterations': 200, 'depth': 9}",58,1178.193470215003
0.7273210428618231,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 5.626067305228869, 'random_strength': 2.3252920390037684, 'learning_rate': 0.011611807031101018, 'iterations': 200, 'depth': 10}",59,585.645820013
0.6866076620558274,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.534264009431641, 'random_strength': 2.0278406712674126, 'learning_rate': 0.13377532115347246, 'iterations': 200, 'depth': 10}",60,2664.8202527480025
0.6938030603597619,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 3.412343926524761, 'random_strength': 3.2605063276077377, 'learning_rate': 0.09742301014228293, 'iterations': 200, 'depth': 7}",61,239.46020989499812
0.6905109233635424,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 6.069383437743741, 'random_strength': 4.1467205860516065, 'learning_rate': 0.07833519369166775, 'iterations': 200, 'depth': 9}",62,566.2690761990089
0.698382882099124,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.203768441768414, 'random_strength': 2.4075578308518275, 'learning_rate': 0.060908404999461915, 'iterations': 200, 'depth': 8}",63,350.6515547029994
0.6877112042739983,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.904237923231408, 'random_strength': 1.1259888753386516, 'learning_rate': 0.11614502171002856, 'iterations': 200, 'depth': 10}",64,3753.5772010930086
0.6870967600156881,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.682171976568073, 'random_strength': 1.5311760466505457, 'learning_rate': 0.1643014003763649, 'iterations': 200, 'depth': 9}",65,1559.3707717429934
0.6825489632977773,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.813068087115415, 'random_strength': 2.0492721250368784, 'learning_rate': 0.12498089603728652, 'iterations': 200, 'depth': 10}",66,3369.5143101310096
0.6783069202466705,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.484306831485027, 'random_strength': 2.773378207723346, 'learning_rate': 0.1089102330312275, 'iterations': 200, 'depth': 10}",67,2525.0439050190034
0.6752091011844296,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.026958385627863, 'random_strength': 1.7112091056355672, 'learning_rate': 0.14390178521948463, 'iterations': 200, 'depth': 10}",68,2138.6919199200056
0.6763351368385091,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.315393642924942, 'random_strength': 1.7354578635745317, 'learning_rate': 0.1462884815831538, 'iterations': 200, 'depth': 10}",69,2157.8571933659987
0.6792629013826534,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.156987673374422, 'random_strength': 1.3374024902592512, 'learning_rate': 0.14146314784019984, 'iterations': 200, 'depth': 10}",70,3805.8700175350095
0.6785494355025732,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.44992487685864, 'random_strength': 1.6769683279216077, 'learning_rate': 0.1827205579550322, 'iterations': 200, 'depth': 10}",71,2544.128459269996
0.6859652364834538,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.991196053932214, 'random_strength': 2.196713965587387, 'learning_rate': 0.09022778490528834, 'iterations': 200, 'depth': 10}",72,2885.9502170660126
0.682237547294358,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.993538432401467, 'random_strength': 1.7941946608768302, 'learning_rate': 0.14953735403914253, 'iterations': 200, 'depth': 10}",73,2728.309108833011
0.6721386292038503,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.63868941568644, 'random_strength': 2.3643707730085426, 'learning_rate': 0.19991137844395668, 'iterations': 200, 'depth': 10}",74,3240.4880861779966
0.6866014017136115,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.640273286274754, 'random_strength': 3.073715753947737, 'learning_rate': 0.19054000780766997, 'iterations': 200, 'depth': 6}",75,179.62907904900203
0.6967578097393523,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.58688548864837, 'random_strength': 2.5331245286476554, 'learning_rate': 0.06630151239722462, 'iterations': 200, 'depth': 10}",76,1885.4711033159983
0.6841945524746604,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.01718090305516, 'random_strength': 1.9225288951379529, 'learning_rate': 0.12800023403607594, 'iterations': 200, 'depth': 10}",77,2473.1580709450063
0.683305845253259,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.012465440978014, 'random_strength': 2.7398968632701486, 'learning_rate': 0.10039708988758254, 'iterations': 200, 'depth': 10}",78,2590.57002869001
0.7051247411038976,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.757404908425649, 'random_strength': 2.0117127343524572, 'learning_rate': 0.05289956064058166, 'iterations': 200, 'depth': 7}",79,208.66178134499933
0.683442252471983,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.696172121624983, 'random_strength': 2.3990371770483736, 'learning_rate': 0.16909248997948606, 'iterations': 200, 'depth': 9}",80,1648.6604383850063
0.6812254888132727,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.321147760026735, 'random_strength': 2.9585512125192293, 'learning_rate': 0.10825305532207026, 'iterations': 200, 'depth': 10}",81,1734.313178255994
0.6772901076675226,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.450758823447685, 'random_strength': 1.1050459953978535, 'learning_rate': 0.0770802806933251, 'iterations': 200, 'depth': 10}",82,2627.2224841220013
0.7277767848139953,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.543341539313744, 'random_strength': 2.6250607522468794, 'learning_rate': 0.010156636735490887, 'iterations': 200, 'depth': 9}",83,457.327077776994
0.6817651762407194,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.312731755126423, 'random_strength': 2.1906766385471643, 'learning_rate': 0.18404060047937806, 'iterations': 200, 'depth': 10}",84,3412.253109252997
0.688529250094357,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.001814917496961, 'random_strength': 2.879323842020446, 'learning_rate': 0.08719800831129651, 'iterations': 200, 'depth': 9}",85,844.0236011850066
0.7246263142724148,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.02542608924799, 'random_strength': 3.4468888656559518, 'learning_rate': 0.026164951412338586, 'iterations': 200, 'depth': 10}",86,510.4987034950027
0.7181872401121474,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.860261873233176, 'random_strength': 3.158570965587918, 'learning_rate': 0.020183951253701947, 'iterations': 200, 'depth': 9}",87,395.41444371400576
0.6787158582902899,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.379690996670098, 'random_strength': 2.335754770310485, 'learning_rate': 0.19812761976343007, 'iterations': 200, 'depth': 10}",88,3385.5372742269974
0.709452689547577,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.999888742442156, 'random_strength': 1.614786320249281, 'learning_rate': 0.03445947835507391, 'iterations': 200, 'depth': 9}",89,458.3803337769932
0.6806080920674242,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.983338438291476, 'random_strength': 2.5194381372170804, 'learning_rate': 0.13617485449949895, 'iterations': 200, 'depth': 10}",90,2763.067141659005
0.6802420043898619,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.710685612312613, 'random_strength': 4.915628913109056, 'learning_rate': 0.11183929280672471, 'iterations': 200, 'depth': 8}",91,520.0807456890179
0.7090428391379434,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.585550721971792, 'random_strength': 1.36940463152099, 'learning_rate': 0.04261265447315614, 'iterations': 200, 'depth': 10}",92,885.8363325120008
0.6891041973379628,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 9.210869452076013, 'random_strength': 1.847070058527263, 'learning_rate': 0.12582289909558084, 'iterations': 200, 'depth': 6}",93,183.24710569600575
0.67886394785119,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.050971503212843, 'random_strength': 3.231850467417786, 'learning_rate': 0.1566495520300485, 'iterations': 200, 'depth': 9}",94,1157.1677319490118
0.6781961569815735,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.397850160896372, 'random_strength': 2.1171351725145966, 'learning_rate': 0.19935686679566345, 'iterations': 200, 'depth': 10}",95,2506.007885511004
0.6907664668203471,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 8.680331267250523, 'random_strength': 2.841196097491391, 'learning_rate': 0.1189516610534626, 'iterations': 200, 'depth': 7}",96,260.55288539800677
0.6735332946777074,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.091490191128059, 'random_strength': 1.9828801695415998, 'learning_rate': 0.1680042976011399, 'iterations': 200, 'depth': 10}",97,3170.8101211030153
0.6874545848015785,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.6273331406837395, 'random_strength': 3.6414300255021406, 'learning_rate': 0.1672031286707522, 'iterations': 200, 'depth': 9}",98,2102.0628310160246
0.6822601356972189,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 7.2564263429847635, 'random_strength': 1.9326657694238585, 'learning_rate': 0.17733870378496494, 'iterations': 200, 'depth': 8}",99,611.1259478779975
0.6857782790764374,"{'classes_count': 5, 'loss_function': 'MultiClass', 'class_weights': (1, 0.13, 0.1, 0.13, 0.1), 'od_type': 'Iter', 'eval_metric': 'WKappa', 'l2_leaf_reg': 6.3721564240481605, 'random_strength': 1.5407981865409233, 'learning_rate': 0.07045086847354162, 'iterations': 200, 'depth': 9}",100,791.8424026510038
